PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,Target
-6.101293597035589,-0.29679089960561017,-1.4284906076034996,0.4727997761519099,-0.8012641510226095,-2.0607140536479625,-2.721871636957353,0.6285317119959122,-0.25020082439321073,-1.3554775010368947,-0.7027796335983402,-0.47130554068935576,-0.1940653578962405,0.587352583698629,-0.6595889028641244,0.4683152882843357,-2.3095379342344553,-0.34341672134541246,-0.7854482546261412,-1.4310414936044695,-0.46078876011743836,0
-0.25450690812946125,-1.1068612054464937,-1.8417721741635023,0.6033170165003559,1.2057222986957592,-0.7793581811210568,1.1321798238450902,-1.0770946341684826,-0.807876414407149,0.8195644033196775,0.8691735161719844,0.8800550732022024,-0.3170156673197691,-0.17434275267784602,-1.7088247068407483,0.3066001036026335,0.19376698840504353,-0.11755198697076194,0.2373760699584515,2.169476504336486,-0.23259523278418365,1
-3.9543799636209758,0.4466350213215922,0.007524442122892172,0.1156619125270632,-2.2109725137490144,-0.5306671378535706,-2.2536589400563893,0.4510211099702266,-0.7172362577226492,1.4558003851067345,1.037384038128087,-0.11986669907350171,0.04299575659723116,1.4025112006317244,-1.0206346530355794,1.983795189357871,1.131952985838652,-0.5503800313352446,-1.0388274545894187,0.8827135697834603,-0.42228084756485157,0
0.42188482348642997,-0.9583261872471004,0.8842326594843526,-1.041022988853429,-0.8166977973691382,0.822865806761092,-0.21438656008267482,0.47822571051199814,-0.2545954090409314,0.23894869953450668,-0.5343564962388379,-0.9490877467816333,-0.39903070386474726,0.8623915578558893,-1.1474496659723796,-1.4115125308402423,0.2671675804355822,0.12399665157243753,0.07396775060731439,0.41265468935341254,-0.570284292488499,1
0.4056955197809935,2.791055317744195,1.89849373623656,-1.976661403979513,1.2968699725873956,1.3767173206385972,-0.4280585215477523,-0.2312680944005808,-0.3111936816680418,-1.4462879901778045,-1.255438152090423,1.0557118882527052,-0.4405150148429966,0.30188418419678603,-0.8619044232746433,-1.0852200065176927,-0.7873463357239715,-1.1092831823411866,-0.6269153728957771,0.11107938010928718,0.6964569733403263,1
0.9394085078294687,4.967883136579804,0.2960760341685536,-0.9940344696131888,-0.7443662605671817,1.9758351275840564,3.7433294310216554,0.5276774169866068,-1.0711258223296862,-0.04487430609255169,-1.230515992419481,0.20965042181933738,-0.0867522844355439,-0.7136783642493516,-0.9820705090153248,0.3972002003897835,-2.761789142484227,-2.366469008381491,-1.2227387840447674,-1.3281575947545812,2.867565614811581,1
1.374644535416443,-2.0002753073535433,0.19176158893175327,-1.1792518799853982,0.6031058829288949,0.19956983081167812,0.4501069059299009,1.3530485345352221,2.08998475569507,1.4010517279949033,0.011705465236155961,0.049200579106507054,-0.4851927293041515,-0.20155316264265383,0.6884958198692711,0.2046171261980309,-0.36112159587123965,-0.015195288283499284,0.42244834329263,0.9279707042258315,0.2905396736782327,1
-3.384481858072981,1.4936925075987888,-0.5173232750025353,-0.6802446042711295,-2.4472482711157104,0.3054578388709808,-1.1826512543096428,0.25601628458498654,2.0088358083434237,2.01523172335003,1.1681113522977649,-0.8271514894314242,-0.16927685142224846,1.551380124266492,-0.7484033264991324,1.173253666081947,-0.05762979259394059,-0.3829020336061512,-0.04376844105044322,0.821856462823423,-0.5737998232937183,0
0.30153872636651313,-2.251745371871801,-2.109792742283672,6.093337378481148,3.6798104501667113,7.288529624154183,-1.296784850310151,1.2461978755112897,2.044039766217329,-0.5278532141784057,-1.4576532949347547,0.5227899832788998,-0.6599501658081659,0.6026876148266592,0.021500457299358802,1.4794651236982976,0.07326083327446566,-0.5001428362384266,-0.0830999911759537,-0.6771671199916065,-0.5709339558135413,1
-0.20850417159738552,-0.5500560125393366,-0.27643418274959514,1.4798852705248717,-1.0043739095059399,0.050897670575299356,0.15498779375457217,-1.6861459109016856,-2.3231473750196687,2.6593816286380885,1.1403873100396613,0.9486925877584707,0.14622348119046136,-1.2087216292509761,0.24252439854064578,-1.3994948386746322,-0.3509103816001294,0.34520847505280633,0.8088876301332988,0.15586779140185028,0.3181987618106395,0
